,time,roi%,cash,portfolio,wallet,asset%
0,2022-01-01 00:00:00,0.0,1000,0,1000,0
1,2022-01-01 01:00:00,0.0,1000,0,1000,0
2,2022-01-01 02:00:00,0.0,1000,0,1000,0
3,2022-01-01 03:00:00,0.0,1000,0,1000,0
4,2022-01-01 04:00:00,0.0,1000,0,1000,0
5,2022-01-01 05:00:00,0.0,1000,0,1000,0
6,2022-01-01 06:00:00,0.0,1000,0,1000,0
7,2022-01-01 07:00:00,0.0,1000,0,1000,0
8,2022-01-01 08:00:00,0.0,1000,0,1000,0
9,2022-01-01 09:00:00,0.0,1000,0,1000,0
10,2022-01-01 10:00:00,0.0,1000,0,1000,0
11,2022-01-01 11:00:00,0.0,1000,0,1000,0
12,2022-01-01 12:00:00,0.0,1000,0,1000,0
13,2022-01-01 13:00:00,-0.0016010292354394552,990.0,9.9839897076456,999.9839897076456,0.9984149556798914
14,2022-01-01 14:00:00,-0.0026367804878987045,990.0,9.973632195121006,999.973632195121,0.9973895184843123
15,2022-01-01 15:00:00,-0.005654713734122652,980.0,19.943452862658784,999.9434528626588,1.9944580671601235
16,2022-01-01 16:00:00,-0.008191165635889775,980.0,19.918088343641127,999.9180883436411,1.9919720000900607
17,2022-01-01 17:00:00,-0.010918444645449199,980.0,19.89081555354549,999.8908155535455,1.9892987558380377
18,2022-01-01 18:00:00,-0.015959035576065615,970.0,29.840409644239354,999.8404096442393,2.984517264595966
19,2022-01-01 19:00:00,-0.02049817367567357,970.0,29.79501826324324,999.7950182632433,2.980112695000276
20,2022-01-01 20:00:00,-0.025189371241413027,970.0,29.74810628758587,999.7481062875859,2.975560153652202
21,2022-01-01 21:00:00,-0.029985333340277975,970.0,29.70014666659718,999.7001466665972,2.9709055025778905
22,2022-01-01 22:00:00,-0.03483809011803487,970.0,29.651619098819598,999.6516190988197,2.966195275665173
23,2022-01-01 23:00:00,-0.042037677189637176,960.0,39.57962322810359,999.5796232281036,3.9596268579668252
24,2022-01-02 00:00:00,-0.04848392503403147,960.0,39.51516074965964,999.5151607496597,3.9534328543873563
25,2022-01-02 01:00:00,-0.05481267996972292,960.0,39.45187320030277,999.4518732003028,3.9473509688841335
26,2022-01-02 02:00:00,-0.06096059555180773,960.0,39.390394044481894,999.3903940444819,3.9414421310446044
27,2022-01-02 03:00:00,-0.06686561620597331,960.0,39.331343837940295,999.3313438379403,3.9357660580211506
28,2022-01-02 04:00:00,-0.0745909324932768,950.0,49.254090675067246,999.2540906750672,4.929085718507553
29,2022-01-02 05:00:00,-0.08116269175418438,950.0,49.18837308245819,999.1883730824582,4.922832811866488
30,2022-01-02 06:00:00,-0.08721133143127417,950.0,49.127886685687244,999.1278866856873,4.917076916815379
31,2022-01-02 07:00:00,-0.092670659484088,950.0,49.0732934051591,999.0732934051591,4.911881213229285
32,2022-01-02 08:00:00,-0.09747858113595384,950.0,49.02521418864049,999.0252141886405,4.907304990140452
33,2022-01-02 09:00:00,-0.10157752362181327,950.0,48.98422476378189,998.9842247637819,4.9034032319544
34,2022-01-02 10:00:00,-0.10491483002516588,950.0,48.950851699748306,998.9508516997483,4.90022623399908
35,2022-01-02 11:00:00,-0.1086588088696658,940.0,58.91341191130335,998.9134119113033,5.897749615612775
36,2022-01-02 12:00:00,-0.11067875207402267,940.0,58.89321247925973,998.8932124792598,5.895846697474935
37,2022-01-02 13:00:00,-0.11163099469380314,940.0,58.88369005306193,998.883690053062,5.894949596177105
38,2022-01-02 14:00:00,-0.11147970248396177,940.0,58.88520297516034,998.8852029751604,5.895092128682244
39,2022-01-02 15:00:00,-0.1101966728777711,940.0,58.89803327122227,998.8980332712223,5.896300854486735
40,2022-01-02 16:00:00,-0.1077615289318146,940.0,58.922384710681854,998.9223847106819,5.898594887104022
41,2022-01-02 17:00:00,-0.10416186037164152,940.0,58.95838139628361,998.9583813962836,5.901985757792548
42,2022-01-02 18:00:00,-0.09939331011213426,940.0,59.006066898878615,999.0060668988787,5.906477333220372
43,2022-01-02 19:00:00,-0.09345960555585861,940.0,59.0654039444414,999.0654039444414,5.912065787809629
44,2022-01-02 20:00:00,-0.08637253565639184,940.0,59.136274643436025,999.1362746434361,5.918739629840796
45,2022-01-02 21:00:00,-0.07815187223709472,940.0,59.218481277628996,999.218481277629,5.9264797826708095
46,2022-01-02 22:00:00,-0.06882523724906378,940.0,59.31174762750931,999.3117476275094,5.935259719334111
47,2022-01-02 23:00:00,-0.0584279167233035,940.0,59.415720832767,999.415720832767,5.9450456495980095
48,2022-01-03 00:00:00,-0.04700262205573154,940.0,59.5299737794427,999.5299737794427,5.955796758585115
49,2022-01-03 01:00:00,-0.03459920094786639,940.0,59.65400799052133,999.6540079905213,5.967465494430046
50,2022-01-03 02:00:00,-0.021274299861170222,940.0,59.78725700138833,999.7872570013883,5.979997902824372
51,2022-01-03 03:00:00,-0.007090979843314926,940.0,59.929090201566865,999.9290902015669,5.993334006263013
52,2022-01-03 04:00:00,0.007881711137952153,940.0,60.07881711137957,1000.0788171113795,6.007408224574818
53,2022-01-03 05:00:00,0.023569206856609525,940.0,60.23569206856607,1000.2356920685661,6.022149833905039
54,2022-01-03 06:00:00,0.03989192882735324,940.0,60.3989192882735,1000.3989192882735,6.037483460222435
55,2022-01-03 07:00:00,0.056765826796743114,940.0,60.56765826796738,1000.5676582679674,6.053329604198183
56,2022-01-03 08:00:00,0.0705293037666479,950.0244357198486,50.6808573178179,1000.7052930376665,5.064513765483828
57,2022-01-03 09:00:00,0.08530534527310465,950.0244357198486,50.82861773288238,1000.853053452731,5.07852951614969
58,2022-01-03 10:00:00,0.0966491150234674,960.0491216267211,40.91736952351355,1000.9664911502347,4.087786143219881
59,2022-01-03 11:00:00,0.1088170208518477,960.0491216267211,41.03904858179733,1001.0881702085185,4.0994439653851105
60,2022-01-03 12:00:00,0.12104162919529245,960.0491216267211,41.16129466523182,1001.2104162919529,4.111153259638999
61,2022-01-03 13:00:00,0.1332572358389484,960.0491216267211,41.28345073166833,1001.3325723583895,4.122851075785485
62,2022-01-03 14:00:00,0.14539809301363676,960.0491216267211,41.4048593034153,1001.4539809301364,4.134474483286695
63,2022-01-03 15:00:00,0.1573988560218595,960.0491216267211,41.524866933497435,1001.5739885602186,4.145960998167515
64,2022-01-03 16:00:00,0.169195027258138,960.0491216267211,41.64282864586026,1001.6919502725814,4.157249005997141
65,2022-01-03 17:00:00,0.18072339451305197,960.0491216267211,41.75811231840946,1001.8072339451305,4.168278178024872
66,2022-01-03 18:00:00,0.19192246048851302,960.0491216267211,41.870102978164,1001.9192246048851,4.178989877619706
67,2022-01-03 19:00:00,0.20273286049115313,960.0491216267211,41.978206978190435,1002.0273286049115,4.189327554233003
68,2022-01-03 20:00:00,0.21309776589291687,960.0491216267211,42.081856032208016,1002.1309776589292,4.199237122727723
69,2022-01-03 21:00:00,0.2229632700531056,960.0491216267211,42.18051107380995,1002.229632700531,4.208667325087324
70,2022-01-03 22:00:00,0.2322787545633787,960.0491216267211,42.27366591891271,1002.3227875456338,4.217570072653674
71,2022-01-03 23:00:00,0.23812019807311344,970.4568513309068,31.924350649824305,1002.3812019807311,3.18485129078049
72,2022-01-04 00:00:00,0.24420833908794748,970.4568513309068,31.985232059972663,1002.4420833908795,3.1907311743915234
73,2022-01-04 01:00:00,0.24978489088874767,970.4568513309068,32.04099757798061,1002.4978489088875,3.1961163420803183
74,2022-01-04 02:00:00,0.2548240141414567,970.4568513309068,32.091388810507745,1002.5482401414146,3.200982010200436
75,2022-01-04 03:00:00,0.25707901385736703,981.0629839085459,21.507806230027775,1002.5707901385737,2.1452655953655904
76,2022-01-04 04:00:00,0.2596899620733325,981.0629839085459,21.53391571218746,1002.5968996207333,2.1478139140798667
77,2022-01-04 05:00:00,0.26190407222109113,981.0629839085459,21.556056813665048,1002.6190407222109,2.1499748097879428
78,2022-01-04 06:00:00,0.2620609559211971,991.7925311953682,10.828078363843808,1002.620609559212,1.0799776366659988
79,2022-01-04 07:00:00,0.262764388050698,991.7925311953682,10.83511268513887,1002.627643880507,1.0806716482704717
80,2022-01-04 08:00:00,0.26326187816492846,991.7925311953682,10.84008758628116,1002.6326187816493,1.08116247000357
81,2022-01-04 09:00:00,0.2635539013255766,991.7925311953682,10.843007817887608,1002.6355390132558,1.081450576603215
82,2022-01-04 10:00:00,0.26364230026837276,991.7925311953682,10.843891807315522,1002.6364230026837,1.0815377896247138
83,2022-01-04 11:00:00,0.2635302724872076,991.7925311953682,10.84277152950391,1002.6353027248721,1.0814272647328893
84,2022-01-04 12:00:00,0.2632223482909808,991.7925311953682,10.839692287541597,1002.6322234829098,1.0811234701680585
85,2022-01-04 13:00:00,0.2632223482909808,991.7925311953682,0,1002.6322234829098,0
86,2022-01-04 14:00:00,0.2632223482909808,991.7925311953682,0,1002.6322234829098,0
87,2022-01-04 15:00:00,0.2632223482909808,991.7925311953682,0,1002.6322234829098,0
88,2022-01-04 16:00:00,0.26082115961971797,992.6246356983085,9.983575897888773,1002.6082115961972,0.995760435872999
89,2022-01-04 17:00:00,0.2597354657931987,992.6246356983085,9.97271895962359,1002.597354657932,0.9946883375755664
90,2022-01-04 18:00:00,0.2585176262093,992.6246356983085,9.960540563784523,1002.585176262093,0.9934857206766307
91,2022-01-04 19:00:00,0.2571791991193777,992.6246356983085,9.947156292885351,1002.5717919911938,0.9921639898853969
92,2022-01-04 20:00:00,0.2557325322519318,992.6246356983085,9.932689624210882,1002.5573253225193,0.9907353298740866
93,2022-01-04 21:00:00,0.25419067847022914,992.6246356983085,9.917271086393853,1002.5419067847023,0.9892126223630874
94,2022-01-04 22:00:00,0.25256730663826377,992.6246356983085,9.901037368074231,1002.5256730663826,0.9876093584506769
95,2022-01-04 23:00:00,0.2484698727361206,982.6246356983085,19.860063029052714,1002.4846987273612,1.9810839062446297
96,2022-01-05 00:00:00,0.24250420370165102,972.6246356983085,29.800406338708054,1002.4250420370165,2.9728313927743653
97,2022-01-05 01:00:00,0.2371245199064333,972.6246356983085,29.746609500755834,1002.3712451990643,2.9676239859462803
98,2022-01-05 02:00:00,0.2316765801286806,972.6246356983085,29.69213010297839,1002.3167658012868,2.962349939267101
99,2022-01-05 03:00:00,0.22620655712516963,972.6246356983085,29.63742987294325,1002.2620655712517,2.9570539373902207
100,2022-01-05 04:00:00,0.22076067209594613,972.6246356983085,29.582971022650987,1002.2076067209595,2.9517807312839177
101,2022-01-05 05:00:00,0.2153848791163341,972.6246356983085,29.52921309285494,1002.1538487911633,2.946574832644131
102,2022-01-05 06:00:00,0.2101245514638322,972.6246356983085,29.47660981632987,1002.1012455146383,2.9414802095363015
103,2022-01-05 07:00:00,0.20502417181708096,972.6246356983085,29.425606019862354,1002.0502417181708,2.9365399852014984
104,2022-01-05 08:00:00,0.20012702866140444,972.6246356983085,29.37663458830562,1002.001270286614,2.9317961423245182
105,2022-01-05 09:00:00,0.19547492082310783,972.6246356983085,29.33011350992257,1001.9547492082311,2.9272892346785055
106,2022-01-05 10:00:00,0.19110787202741902,972.6246356983085,29.286443021965727,1001.9110787202742,2.9230581080481572
107,2022-01-05 11:00:00,0.1870638576497754,972.6246356983085,29.246002878189334,1001.8706385764978,2.919139632611986
108,2022-01-05 12:00:00,0.18141899551727647,962.6246356983085,39.189554256864284,1001.8141899551728,3.9118585711605727
